id,prediction,loss
1050,1.086e+04,1.287e+04
1052,1731,3816
1053,4808,3769
1062,1798,1445
1065,1994,850.9
1068,1365,612.7
1070,966.7,822.4
1075,897.2,2174
1079,6099,3633
1081,3632,4136
1082,1246,606.7
1086,942.9,1093
1087,2174,2173
1090,3011,3272
1092,1054,1296
1094,1442,798.8
1095,2480,908.6
1099,2007,2370
1104,3391,2208
1107,2540,1301
1110,2651,2506
1112,2174,1356
1117,2174,3189
1119,1717,1006
1125,3632,3401
1128,2340,6865
1129,3847,1.023e+04
1131,2651,594.8
1134,2174,1231
1139,1268,1025
1141,1440,1234
1148,3971,3400
1151,2724,2538
1155,3971,3806
1156,1563,2273
1158,1994,1487
1159,1314,1663
1160,1226,1070
1161,1706,1264
1162,2893,7496
1166,3169,2127
1167,1837,1113
1168,897.2,559
1169,730.6,816.9
1173,1457,4180
1174,4272,4809
1175,2092,688.9
1176,1021,994.4
1177,3485,4089
1178,4737,7349
1181,1759,404.1
1186,843.2,518.9
1187,2092,1284
1189,6099,3502
1194,2443,1587
1195,4899,3940
1198,4737,3599
1203,3676,2992
1205,4737,8588
1206,1094,1221
1210,4899,5538
1211,1731,3424
1213,2651,1721
1215,5140,6787
1224,3863,3961
1226,1522,1721
1230,1006,752.2
1236,1442,2677
1237,7013,5873
1240,1006,1999
1246,1008,815.8
1256,1563,2241
1257,1365,441.5
1261,1376,1822
1266,859.6,1148
1270,2174,2305
1272,4899,9697
1273,4146,3146
1274,1563,818.3
1276,3197,3904
1278,1006,1622
1282,2651,4904
1283,2276,1953
1284,1163,1213
1285,1930,406.5
1288,3380,5889
1291,1912,2298
1296,1246,757.8
1297,4217,7075
1298,3632,1629
1302,980.1,2826
1309,1226,1860
1311,1706,1842
1317,1759,3664
1319,2276,1160
1322,1649,4061
1329,5293,4508
1333,2893,5526
1337,1522,5297
1338,1759,3388
1339,4146,1520
1343,2583,2433
1345,3632,6062
1349,5384,4192
1350,1440,1223
1364,1649,1409
1366,2583,1369
1367,1522,4569
1369,883.3,960.1
1370,3971,4791
1372,1094,1492
1379,1798,1471
1386,1649,3334
1389,789,1084
1391,2849,3508
1392,4737,5866
1396,2064,5012
1399,789,2494
1400,2115,1482
1407,4543,6613
1412,3197,2347
1413,2051,1938
1414,1759,5089
1416,7013,7627
1417,1008,1014
1420,1522,2514
1423,1639,1160
1428,1596,1602
1430,3256,1576
1432,1798,2134
1434,1912,1155
1435,7435,2102
1439,1060,571.2
1440,5293,4727
1442,2724,4722
1447,1522,1035
1456,3391,3426
1460,1094,224.9
1466,1912,1064
1467,897.2,1607
1470,3719,2560
1472,1393,3545
1476,1563,891.3
1477,2354,1.643e+04
1487,1596,513.2
1495,1054,192.6
1496,3197,4385
1497,767,2337
1498,6346,5913
1503,1031,345.6
1505,3971,2424
1511,3536,1529
1522,4377,2303
1524,2340,3410
1526,2724,5321
1531,2115,4051
1533,5790,3130
1535,2340,2960
1537,730.6,819.8
1538,1639,968.1
1540,3719,6227
1543,1522,785.7
1544,1759,2434
1548,1930,3642
1566,1692,1224
1571,1.086e+04,9096
1572,1573,1454
1574,1573,2990
1577,966.7,517.2
1578,1759,1039
1580,1915,934.9
1582,4377,1606
1584,1522,4657
1586,1246,1723
1589,7156,7203
1601,1365,2910
1606,7156,1.069e+04
1611,1955,1867
1613,1930,2308
1614,2092,882.8
1615,1639,1397
1621,752.3,860
1622,2856,2937
1623,1246,1255
1630,1994,2300
1637,788.8,814.4
1642,1361,1220
1648,1731,529.2
1652,1522,1654
1657,1376,1836
1658,3536,3441
1659,8417,5108
1661,1094,1662
1662,1563,2378
1663,2092,3318
1666,2751,2914
1668,3485,9773
1671,8610,8177
1674,2856,1769
1680,2115,3636
1681,542.9,907.2
1688,3197,5335
1700,2583,1789
1702,1365,1439
1703,2276,1721
1704,1930,5118
1707,2354,1254
1709,1375,1482
1714,1440,2618
1717,2007,2916
1718,9661,1.503e+04
1721,3056,5600
1723,788.8,574.6
1725,6456,5994
1726,3197,6780
1732,1930,4765
1733,2092,7285
1735,1163,727.9
1738,2856,1.168e+04
1740,1798,2028
1741,1692,1933
1742,2174,3115
1748,2443,2154
1754,4676,4520
1755,2623,1858
1757,4522,1912
1761,3971,1510
1765,897.2,1705
1767,912.9,1263
1768,1.472e+04,2.202e+04
1774,638,395.6
1776,1393,594.3
1778,2583,6620
1779,8144,6392
1781,1915,708.4
1795,942.9,766.3
1797,2528,1841
1802,1277,1864
1804,1573,1211
1806,730.6,695.5
1809,4133,7851
1814,1163,1421
1815,897.2,888.5
1823,7984,9239
1824,1277,489
1826,2276,4004
1829,1031,1336
1845,3719,5445
1847,2480,1384
1849,4323,4015
1850,1246,1100
1859,3847,9593
1860,3572,2470
1861,1226,1211
1864,1731,1295
1866,1094,725.9
1875,2340,1796
1877,3380,796.1
1879,2340,2062
1887,2218,1151
1891,1365,728.7
1893,1522,2871
1896,1226,2483
1897,1692,2789
1904,2651,2712
1907,9070,8143
1909,1457,1450
1920,4189,4939
1921,2276,1757
1922,2528,1571
1923,3056,7469
1924,2724,2776
1925,1365,1887
1926,2528,2802
1931,1912,1890
1934,1563,1623
1936,1163,1140
1939,1163,347
1946,6099,4434
1949,2092,2438
1951,5847,8928
1954,1246,784.4
1956,1915,1799
1957,6456,6376
1961,3380,963.5
1963,1008,456.8
1964,2893,4921
1965,3632,4413
1970,912.9,2198
1971,4737,7817
1972,2724,2497
1977,1365,3684
1978,3632,4307
1982,4052,1733
1983,3011,4724
1988,4146,3685
1993,4737,4697
1996,789,641.5
1997,1731,1715
2002,1912,1555
2003,1930,3112
2005,1930,1302
2010,1649,1410
2013,767,966.7
2018,2092,1091
2023,1798,3703
2043,5486,4768
2044,966.7,1047
2046,1522,652
2058,1440,1975
2060,4737,3538
2061,2218,1975
2063,4899,5045
2067,1563,1163
2072,1639,1233
2075,1128,808.7
2076,1994,1377
2083,5847,5271
2084,1031,795.6
2086,1798,1069
2087,3056,5202
2091,2480,1643
2092,2443,3108
2098,5847,3367
2099,1.086e+04,1.92e+04
2103,3197,976.7
2104,9780,5905
2107,730.6,917
2109,981.1,1475
2110,1442,1276
2111,1054,3058
2112,4737,6879
2121,3847,5213
2123,2893,1194
2130,2724,1178
2134,2276,3895
2138,1563,858.9
2141,1837,1606
2146,1649,1201
2148,6757,8423
2149,980.1,1216
2154,1094,967.2
2157,2340,3601
2158,1573,1315
2159,2443,3898
2162,1008,2754
2167,6456,7386
2171,1522,1973
2175,3898,4090
2178,6456,9006
2180,647.7,675.9
2186,1798,1176
2192,846.2,934.3
2193,7984,8920
2197,2064,1001
2198,1.587e+04,1.458e+04
2203,1376,390.3
2205,2856,5067
2207,2480,2166
2213,2276,1365
2215,5615,6781
2216,1268,2829
2218,897.2,725.2
2220,3485,1844
2229,1994,1688
2232,3847,3004
2233,1596,3656
2234,2235,1940
2237,1837,1782
2240,1994,1656
2241,1440,2248
2246,1649,1636
2249,1119,1541
2251,3536,8415
2255,1246,1056
2257,1393,1656
2261,1226,1575
2264,1798,2288
2269,7984,9132
2271,1639,2120
2272,2583,1784
2278,6099,4421
2286,1731,3420
2287,9070,7974
2293,4899,1.079e+04
2294,1054,1007
2298,1563,1615
2303,1006,654.1
2305,7984,2.597e+04
2308,7984,5008
2310,2724,3308
2311,2115,4712
2320,1440,1479
2322,5847,7977
2323,4118,5170
2324,932.7,4093
2325,4323,4366
2327,3256,1627
2328,1365,2853
2331,3391,5439
2332,3485,3599
2335,1006,857.6
2339,3971,2452
2343,1060,1871
2345,2893,2739
2352,1649,1251
2356,2276,4138
2357,2276,2606
2365,1639,2195
2373,1837,2579
2375,1277,1702
2379,2443,3339
2380,3011,3604
2385,1731,1091
2390,1731,2290
2393,1163,1985
2398,1128,699.3
2399,1268,736.9
2402,5293,5643
2405,6099,7385
2406,1731,1727
2408,5847,5154
2410,6757,6876
2412,5293,5225
2419,4543,6952
2423,2651,4693
2431,3759,2421
2437,2724,2586
2441,1365,1096
2443,1692,1523
2453,1365,1252
2454,1094,461.6
2455,3256,4021
2459,3632,2157
2464,1522,1519
2465,2443,1576
2466,8417,6368
2473,2174,776.6
2474,3898,5179
2476,4543,6141
2477,1522,1183
2486,6456,1.252e+04
2490,1837,2185
2491,1376,873
2493,1440,377.6
2495,5293,5962
2500,1994,5270
2506,2280,1637
2508,6099,5143
2517,1930,1472
2518,1837,1662
2520,3847,7758
2525,1226,1088
2527,1731,750
2531,730.6,448.8
2533,1128,630.2
2541,1994,1026
2547,6099,6699
2550,7984,1.157e+04
2554,2092,3110
2559,1226,1016
2560,859.6,973.2
2561,2218,1260
2565,4218,4500
2568,2174,2176
2569,2724,4683
2570,1930,827.1
2576,3197,4122
2578,3197,4092
2579,4543,7769
2580,1994,4221
2585,4118,3588
2590,2480,4179
2591,3011,2618
2594,3971,3535
2600,1915,5571
2605,1060,1163
2606,5293,6709
2608,2276,1693
2616,2174,4281
2617,846.2,765.9
2619,1442,912.1
2622,1457,1742
2623,2340,5688
2625,2547,1178
2632,3898,4308
2634,942.9,613.4
2639,1522,1556
2645,966.7,420.1
2652,5140,6185
2655,1731,1467
2656,859.6,981.2
2658,2849,1964
2660,3011,5357
2661,2623,1830
2669,7013,4141
2672,859.6,598.3
2675,1759,4070
2681,1376,1547
2685,5486,5781
2686,1006,1034
2687,1163,1565
2688,1060,967
2697,1281,729.9
2698,1639,3038
2709,2623,2278
2712,3676,6685
2718,2092,1948
2719,1573,1819
2722,1586,686.1
2724,2276,2780
2728,966.7,626.5
2729,5486,2298
2734,3719,2053
2735,1.472e+04,1.458e+04
2737,1008,644.8
2741,1639,1193
2742,1798,3231
2747,4377,3862
2748,1226,2495
2749,3485,5103
2756,1912,3598
2758,1994,954.6
2763,6346,9920
2770,1649,1824
2771,2480,2959
2779,1008,1010
2780,1060,742.7
2792,1.176e+04,1.174e+04
2793,1731,1697
2794,1376,1779
2795,8610,7190
2797,1440,955.2
2798,1563,2405
2799,1915,4135
2802,4146,3772
2806,5847,3794
2810,1281,836.3
2812,3197,3921
2824,4543,4404
2831,980.1,2279
2832,676.3,676.1
2838,1.323e+04,2.96e+04
2840,1.176e+04,1.533e+04
2841,4118,6921
2842,1226,1457
2848,2856,9846
2850,1596,1937
2852,1522,4544
2855,1153,2513
2857,3256,1063
2858,2051,2189
2859,3087,4667
2860,2893,3184
2861,3256,4636
2865,2583,2480
2871,5629,7608
2872,1246,906.8
2874,1692,3159
2880,3391,2946
2882,1119,911.4
2883,3011,4425
2885,2751,3329
2891,7435,9950
2898,2528,3033
2902,4737,2963
2904,1837,2451
2922,2142,1618
2925,1314,2159
2928,1930,2146
2935,2751,3285
2938,1246,3868
2940,3536,3011
2950,1692,1247
2951,3289,2723
2953,2849,2364
2955,5293,6686
2959,1006,1278
2967,2443,6083
2968,5847,5457
2969,1163,916.7
2976,4146,9494
2978,2174,4721
2981,1440,808.4
2988,1.086e+04,1.061e+04
2989,7013,5884
2994,1759,2663
2999,1522,1439
3000,1955,995.1
3010,1915,1326
3011,1837,1608
3015,1837,7599
3016,1277,1220
3018,3256,3976
3019,2007,1964
3022,2092,4596
3024,1361,1915
3031,3087,6779
3032,1393,1133
3033,1.012e+04,8091
3039,1.012e+04,8559
3041,1692,2923
3042,1006,768.5
3051,1277,1089
3058,1563,1705
3061,1930,2708
3062,1717,2635
3066,2856,2306
3068,1912,622.1
3072,5293,3845
3073,2007,1310
3074,2174,2961
3080,2583,3437
3083,4377,4329
3089,1798,1007
3093,2724,2214
3095,3197,1772
3098,2893,4119
3101,4899,6757
3104,730.6,681
3106,3971,5107
3109,1128,663
3111,6346,5664
3113,1522,1649
3114,1314,2103
3116,676.3,845.5
3117,2651,793.4
3119,3759,4398
3125,1163,709.6
3126,2354,2350
3127,1575,3149
3129,897.2,342.5
3130,7435,7677
3131,1912,2886
3135,3256,1258
3137,2751,4851
3139,1021,1149
3142,2480,2347
3148,1586,1572
3150,3719,7176
3156,1226,1518
3162,1094,1122
3164,1153,1524
3166,1994,3455
3167,1365,1504
3168,1912,1321
3174,4118,9448
3179,2354,3057
3185,1798,1670
3187,2235,2157
3188,1153,1673
3193,9661,8221
3195,1837,793
3198,1692,1668
3206,5847,6635
3211,2174,3427
3213,1246,1164
3215,1759,1955
3218,1365,1036
3223,1365,676.3
3224,1376,872.4
3227,1226,2087
3231,1136,819.2
3233,1522,2518
3238,5629,3082
3242,1912,2368
3244,2443,1478
3246,5486,3710
3247,2443,7968
3248,1442,2660
3252,1246,1161
3253,3971,1350
3255,2724,1760
3256,3011,3143
3257,788.8,726.2
3268,2276,3263
3272,2276,9958
3274,1837,800.4
3276,1639,2738
3277,1393,1421
3280,4808,2794
3283,1994,1712
3290,2539,2622
3292,1376,6026
3294,1365,531.9
3298,1930,1048
3301,2174,4169
3304,1522,2502
3310,789,668.6
3316,2651,3071
3317,1.472e+04,2.494e+04
3318,752.3,863
3321,1376,1131
3326,1246,3923
3329,7156,5390
3331,6346,5636
3332,2623,1897
3333,5384,3991
3336,1522,1492
3338,1365,1472
3341,5140,6663
3342,3485,1665
3345,1522,2122
3346,2276,4372
3349,1649,2344
3351,2651,3875
3357,3197,2126
3360,6456,1.334e+04
3362,1731,2220
3365,1563,952.5
3371,4323,2372
3372,4899,6338
3375,8144,1.006e+04
3379,1281,590.4
3386,6757,6275
3389,2115,3279
3390,1912,2955
3391,980.1,1580
3402,2893,3647
3404,3536,5635
3406,2276,1142
3408,1915,2739
3411,1163,690
3415,2849,1582
3419,1163,1145
3424,2724,704.8
3425,1798,2555
3426,2443,3989
3428,2092,3500
3436,2724,1480
3438,3632,4720
3440,1128,583.2
3447,1731,1485
3448,2480,1637
3451,4628,6020
3452,2174,2983
3460,1365,867.9
3462,1522,2873
3465,2007,2915
3471,2528,2247
3472,1994,1119
3473,859.6,448.6
3474,1994,2966
3485,7013,3053
3487,6456,6969
3488,1522,1476
3489,1246,1576
3490,730.6,560.5
3491,4737,1415
3493,3197,2201
3496,3011,2780
3497,5847,4804
3504,1798,2820
3505,1586,1406
3516,2092,1467
3519,1915,1473
3521,3863,3424
3525,4189,5182
3527,8144,6869
3528,789,931.8
3529,4676,3752
3530,1006,654.3
3533,7435,6601
3536,5140,4553
3548,1.012e+04,6856
3549,4522,3923
3550,1837,2222
3553,2276,1188
3556,1226,1228
3561,1912,1061
3562,2528,819.4
3563,1054,1255
3564,859.6,700
3566,1649,2311
3568,3536,942.9
3569,974.9,1016
3571,2276,1749
3581,2051,1634
3586,1915,6243
3587,1226,708.1
3588,1994,2583
3591,2092,1267
3596,2064,1462
3599,1365,2133
3603,3011,4698
3612,1798,1777
3616,1563,1826
3620,3391,3526
3625,2443,3116
3626,3536,2183
3633,2856,3374
3635,1692,2196
3636,5140,1.039e+04
3639,2849,1302
3644,9070,1.116e+04
3646,4628,6318
3648,883.3,949.5
3652,2547,5094
3662,1.152e+04,1.165e+04
3665,1277,3056
3667,1226,979.7
3670,3197,2145
3671,1837,1762
3673,1163,2236
3676,3289,3682
3679,3485,6464
3682,1054,1590
3687,1930,1640
3688,6346,4088
3691,3536,4789
3692,1268,809.8
3696,1094,924.9
3702,1376,2263
3705,1246,894.1
3707,9661,6703
3709,6150,4361
3710,1365,548
3711,2340,3857
3715,2276,2528
3717,3011,3249
3720,2276,3106
3724,2623,2012
3725,6346,4034
3735,980.1,568.6
3736,912.9,758.5
3737,1798,1995
3745,2276,2911
3746,2276,5434
3751,1692,1301
3753,2115,2658
3756,7435,6635
3759,881.2,755.8
3761,2064,1989
3764,2856,2367
3766,1365,3069
3768,1281,2661
3771,1094,629.1
3774,7013,7362
3782,820.7,971.7
3788,1731,1722
3789,2651,2904
3791,2276,1527
3792,1136,824.9
3794,5790,6955
3795,1054,1286
3799,859.6,1353
3802,1376,1307
3803,1586,2360
3811,1522,1285
3817,7855,1.426e+04
3821,2218,2926
3824,2064,2859
3825,1277,1392
3832,1314,410.6
3843,7435,6114
3844,2856,2808
3846,2174,2060
3853,4146,2351
3854,7984,7214
3862,2007,2908
3863,6150,9310
3869,5629,3802
3870,1522,1357
3876,1798,1164
3886,8417,4817
3887,3087,7602
3889,5847,3615
3890,1442,1798
3898,1639,1192
3899,2276,4498
3904,5140,5150
3905,3759,2435
3906,1268,1083
3907,2583,3035
3910,1522,1462
3911,2340,729.9
3912,1575,2932
3914,1731,1441
3920,2340,4329
3925,1246,1022
3926,974.9,1152
3927,9661,1.353e+04
3930,2856,2662
3934,4272,6198
3937,2354,1537
3938,1731,3641
3946,966.7,701.2
3953,1639,1338
3954,3289,6372
3955,1136,511.6
3956,1522,1293
3959,2443,940.4
3960,1731,2141
3968,3971,3480
3969,1365,1657
3970,3380,1356
3981,1649,768
3982,2007,4619
3984,2276,3520
3988,7435,7966
3990,1522,1411
3993,2218,709.7
3994,1798,1280
3996,2528,1941
3999,1522,1028
4009,2174,5181
4014,6346,3765
4015,2856,1938
4022,1573,2137
4024,4899,4036
4027,1163,643.7
4030,1994,2459
4032,2340,3480
4034,1930,3856
4036,2340,3446
4041,4808,6370
4044,3863,3607
4049,2724,3402
4050,6757,5023
4051,2528,3277
4052,1376,1218
4054,2751,3133
4055,3087,943.5
4058,1759,1784
4068,4522,2154
4069,2361,1364
4070,6150,1.476e+04
4072,6099,7861
4076,1596,1617
4078,1314,1287
4084,2218,2815
4086,4189,3990
4088,1692,1242
4099,1314,1949
4101,1692,2327
4102,1031,1612
4103,942.9,648.4
4111,5384,3877
4112,1930,3265
4113,4118,5052
4115,1375,956.7
4119,6456,7551
4125,3971,3257
4126,9070,1.071e+04
4132,2724,1690
4134,2007,1010
4135,1440,3397
4136,1375,1617
4143,1119,940.3
4145,1226,652.5
4147,3863,1756
4148,4052,4482
4154,1639,1638
4157,1563,1366
4160,1706,1425
4161,2583,3743
4162,2480,4834
4164,3847,3006
4166,2856,7822
4171,6456,8600
4174,1837,769.6
4177,1563,8437
4184,1226,474.3
4192,2480,1733
4197,966.7,233.2
4206,2893,3367
4208,2480,4964
4209,1163,797.8
4211,1153,2033
4214,5293,5997
4217,4133,2202
4220,1268,1470
4222,3256,1650
4224,1442,1915
4230,2896,1146
4232,1440,2396
4233,3011,2990
4236,2276,2734
4238,1226,949.8
4246,2340,1255
4247,1563,1030
4250,1163,829.6
4251,3256,4121
4252,6099,5488
4254,1522,1303
4255,6757,3624
4266,8610,8264
4269,1440,968.3
4270,3632,3429
4275,1692,1048
4278,743.7,813.1
4279,3380,2871
4282,1054,2443
4285,980.1,835.5
4286,1246,1507
4289,1226,1410
4297,3380,3314
4298,2115,2251
4300,4146,8058
4303,1054,564.5
4304,2092,2427
4310,1440,1507
4311,4146,4416
4312,4899,5736
4322,2893,2634
4326,2583,4421
4328,2340,801.7
4333,1281,807.5
4338,1094,1947
4340,2007,2632
4342,1759,2977
4344,2893,3130
4345,1281,1204
4349,1692,2755
4353,3863,4157
4354,1798,4754
4361,2528,3072
4362,3536,5384
4367,1731,1445
4369,1573,1562
4372,2893,6876
4373,1163,391.7
4381,1837,1215
4383,1226,868.5
4384,6346,5951
4385,730.6,611.3
4386,5629,4764
4388,5293,3141
4389,2276,4081
4394,2340,2737
4396,2354,3428
4398,1930,1018
4399,1522,1922
4401,1163,1630
4405,788.8,884.3
4406,5293,7716
4407,3759,3793
4409,2354,1335
4419,1522,2795
4420,3632,2222
4423,2115,1932
4426,2340,1778
4427,1837,1553
4428,1649,1379
4441,2893,2381
4445,1798,2193
4453,1246,1157
4454,6150,1616
4460,7013,9235
4462,897.2,1167
4463,1226,398.6
4464,2443,2827
4466,4808,6921
4468,1365,842.3
4470,1442,1121
4472,2724,1469
4473,3197,777.4
4476,2547,2727
4487,767,980.2
4493,2007,2367
4495,966.7,761.5
4499,2340,1514
4506,1692,1247
4509,4052,2646
4511,1.086e+04,4211
4512,1563,2599
4518,4522,4446
4520,1837,2478
4526,1563,5132
4532,1731,746.8
4538,1573,1330
4540,4118,5256
4543,2174,3376
4545,1915,1457
4546,1994,2823
4555,1994,1509
4558,1563,1062
4561,1440,1443
4565,6099,8895
4566,2528,2187
4568,1522,890.6
4571,1522,609.3
4574,4899,1.562e+04
4576,3197,6501
4579,2480,1895
4580,4146,5335
4581,2174,4825
4583,3536,4760
4586,1365,1889
4589,1365,1960
4600,3380,3967
4603,897.2,883.2
4604,1153,751.8
4606,1915,2059
4609,2340,3745
4610,1442,958.3
4611,1522,3472
4612,1314,1316
4614,2218,1730
4616,4146,2456
4617,4218,5664
4622,1837,1460
4623,1915,1560
4624,3056,2457
4626,1915,994.7
4627,4808,5288
4634,3536,6983
4637,2893,3819
4639,1563,3338
4640,2174,965.6
4641,1522,1701
4642,1365,1615
4645,2007,2363
4647,1639,2947
4649,1563,2769
4651,1246,310.8
4655,1649,1204
4665,1268,1900
4668,1365,1622
4669,1915,2034
4673,1930,4672
4674,1006,761.1
4675,2092,4180
4682,5615,8449
4685,1994,1343
4686,2724,840.5
4687,1930,942.1
4694,4522,6174
4695,1915,2810
4696,6757,5927
4699,1376,1824
4701,942.9,476.8
4702,1376,1687
4704,1563,608.4
4707,1563,3132
4708,2480,1326
4709,942.9,716.4
4710,1054,1428
4711,6099,8471
4716,2340,1709
4718,1731,1478
4720,1246,1464
4723,4052,6390
4727,1006,850
4733,1365,4153
4734,2174,4020
4735,6346,5733
4737,1837,2165
4738,1692,924.7
4741,1268,1212
4743,2064,738
4747,1163,730.5
4748,4323,7294
4750,1759,1193
4751,1563,2258
4760,1692,1483
4768,1393,2325
4773,2856,4472
4778,6456,8226
4782,1094,1075
4783,5629,5659
4788,1717,656
4790,3759,3664
4795,2340,1497
4796,1731,1101
4801,966.7,706.2
4802,1522,547
4804,2340,3266
4811,4737,6567
4814,2142,4159
4815,1994,2878
4817,2856,4091
4819,2540,892.9
4822,4118,4952
4827,2547,4967
4828,1277,1014
4833,3632,330
4834,1731,1410
4836,1639,1418
4838,1692,3842
4848,2174,1733
4858,788.8,528.9
4859,4676,4521
4862,2528,954.7
4864,2007,1427
4870,6346,4471
4876,1915,2696
4883,1246,1956
4884,2724,3524
4889,1563,940
4894,1639,1443
4901,1054,1399
4902,1522,4805
4906,932.7,567.1
4908,8144,1.208e+04
4912,4808,2766
4918,3087,938.6
4923,2092,6512
4924,2276,2067
4930,2480,5436
4932,2480,1668
4936,2724,2605
4937,912.9,1016
