id,prediction,loss
3255,2688,1760
3256,3188,3143
3257,784.8,726.2
3268,2346,3263
3272,2678,9958
3274,1978,800.4
3276,1457,2738
3277,1522,1421
3280,4791,2794
3283,2131,1712
3290,2774,2622
3292,1457,6026
3294,1428,531.9
3298,1978,1048
3301,2232,4169
3304,1728,2502
3310,815.5,668.6
3316,2762,3071
3317,1.401e+04,2.494e+04
3318,809.4,863
3321,1502,1132
3326,1215,3923
3329,6767,5390
3331,6359,5636
3332,2431,1897
3333,4791,3991
3336,1640,1492
3338,1303,1472
3341,4791,6663
3342,3744,1665
3345,1359,2122
3346,2057,4372
3349,1853,2344
3351,2549,3875
3357,2884,2126
3360,6592,1.334e+04
3362,1801,2220
3365,1700,952.5
3371,4260,2372
3372,4791,6338
3375,6767,1.006e+04
3379,1502,590.4
3386,7530,6275
3389,2108,3279
3390,2232,2955
3391,994.6,1580
3402,2937,3647
3404,3295,5635
3406,2219,1142
3408,2046,2739
3411,1159,690
3415,3084,1582
3419,1212,1145
3424,2996,704.8
3425,2057,2555
3426,2232,3989
3428,2077,3500
3436,2688,1480
3438,3528,4720
3440,1009,583.2
3447,1700,1485
3448,2346,1637
3451,5283,6020
3452,2431,2983
3460,1457,867.9
3462,1472,2873
3465,2303,2915
3471,2521,2247
3472,2057,1119
3473,838.6,448.6
3474,1978,2966
3485,6198,3053
3487,6359,6969
3488,1700,1476
3489,1457,1576
3490,751.5,560.5
3491,4349,1415
3493,3295,2201
3496,3084,2780
3497,6198,4804
3504,1853,2820
3505,1613,1406
3516,1978,1467
3519,1960,1473
3521,3676,3424
3525,3892,5182
3527,8651,6869
3528,838.6,931.8
3529,4260,3752
3530,1121,654.3
3533,7473,6601
3536,5724,4553
3548,1.011e+04,6856
3549,4490,3923
3550,1878,2222
3553,2346,1188
3556,1298,1228
3561,1960,1061
3562,2559,819.4
3563,994.6,1255
3564,838.6,700
3566,1568,2311
3568,3528,942.9
3569,1066,1016
3571,2392,1749
3581,1840,1634
3586,1960,6243
3587,1265,708.1
3588,2131,2583
3591,2139,1267
3596,2131,1462
3599,1295,2133
3603,2774,4698
3612,1978,1777
3616,1606,1826
3620,3295,3526
3625,1700,3116
3626,3528,2183
3633,3084,3374
3635,1728,2196
3636,4986,1.039e+04
3639,2774,1302
3644,8651,1.116e+04
3646,4462,6318
3648,926.1,949.5
3652,2549,5094
3662,1.145e+04,1.165e+04
3665,1359,3056
3667,1121,979.7
3670,2884,2145
3671,1840,1762
3673,1212,2236
3676,3295,3682
3679,3295,6464
3682,1074,1590
3687,2024,1640
3688,6767,4088
3691,3528,4789
3692,1395,809.8
3696,1066,924.9
3702,1457,2263
3705,1265,894.1
3707,8739,6703
3709,6359,4361
3710,1457,548
3711,2688,3857
3715,2539,2528
3717,3084,3249
3720,2303,3106
3724,2688,2012
3725,6592,4034
3735,994.6,568.6
3736,926.1,758.5
3737,1801,1995
3745,2346,2911
3746,2431,5434
3751,1640,1301
3753,2131,2658
3756,6592,6635
3759,955.4,755.8
3761,2131,1989
3764,2884,2367
3766,1457,3069
3768,1395,2661
3771,1155,629.1
3774,6767,7362
3782,784.8,971.7
3788,1862,1722
3789,2678,2904
3791,2346,1527
3792,932.8,824.9
3794,5340,6955
3795,1074,1286
3799,784.8,1353
3802,1428,1307
3803,1700,2360
3811,1522,1285
3817,7530,1.426e+04
3821,2057,2926
3824,1960,2859
3825,1212,1392
3832,1279,410.6
3843,6767,6114
3844,2884,2808
3846,2232,2060
3853,4186,2351
3854,6887,7214
3862,2346,2908
3863,6887,9310
3869,5340,3802
3870,1606,1357
3876,1909,1164
3886,8172,4817
3887,3295,7602
3889,6198,3615
3890,1613,1798
3898,1613,1192
3899,2496,4498
3904,4523,5150
3905,3744,2435
3906,1265,1083
3907,2392,3035
3910,1613,1462
3911,2303,729.9
3912,1621,2932
3914,1568,1441
3920,2496,4329
3925,955.4,1022
3926,981.3,1152
3927,9609,1.353e+04
3930,2937,2662
3934,4523,6198
3937,2392,1537
3938,1840,3641
3946,994.6,701.2
3953,1606,1338
3954,2688,6372
3955,1121,511.6
3956,1522,1293
3959,1977,940.4
3960,1640,2141
3968,3892,3480
3969,1359,1657
3970,3389,1356
3981,1700,768
3982,1878,4619
3984,2219,3520
3988,6902,7966
3990,1512,1411
3993,2057,709.7
3994,1728,1280
3996,2346,1941
3999,1801,1028
4009,1878,5181
4014,5724,3765
4015,3188,1938
4022,1568,2137
4024,4986,4036
4027,1155,643.7
4030,2131,2459
4032,2374,3480
4034,2303,3856
4036,1978,3446
4041,4911,6370
4044,4330,3607
4049,3043,3402
4050,6887,5023
4051,2549,3277
4052,1297,1218
4054,2937,3133
4055,3084,943.5
4058,1840,1784
4068,4330,2154
4069,2346,1364
4070,5898,1.476e+04
4072,5740,7861
4076,1728,1617
4078,1568,1287
4084,2346,2815
4086,4330,3990
4088,1878,1242
4099,1297,1949
4101,1522,2327
4102,1135,1612
4103,1047,648.4
4111,5340,3877
4112,1978,3265
4113,4080,5052
4115,1395,956.7
4119,6359,7551
4125,3676,3257
4126,9609,1.071e+04
4132,2688,1690
4134,2057,1010
4135,1343,3397
4136,1613,1617
4143,1159,940.3
4145,1298,652.5
4147,4260,1756
4148,3676,4482
4154,1807,1638
4157,1536,1366
4160,1700,1425
4161,2678,3743
4162,2549,4834
4164,3939,3006
4166,2884,7822
4171,6767,8600
4174,1951,769.5
4177,1522,8437
4184,1194,474.3
4192,2549,1733
4197,994.6,233.2
4206,3023,3367
4208,1978,4964
4209,1121,797.8
4211,1212,2033
4214,5267,5997
4217,3765,2202
4220,1215,1470
4222,3411,1650
4224,1395,1915
4230,2996,1146
4232,1409,2396
4233,2996,2990
4236,2139,2734
4238,1265,949.8
4246,2303,1255
4247,1461,1030
4250,1303,829.6
4251,3043,4121
4252,6359,5488
4254,1536,1303
4255,6767,3624
4266,8651,8264
4269,1461,968.3
4270,3389,3429
4275,1728,1048
4278,829.4,813.1
4279,3295,2871
4282,1074,2443
4285,994.6,835.5
4286,1279,1507
4289,1212,1410
4297,3528,3314
4298,2131,2251
4300,4260,8058
4303,1047,564.5
4304,2232,2427
4310,1359,1507
4311,4260,4416
4312,5173,5736
4322,2796,2634
4326,2496,4421
4328,2303,801.7
4333,1395,807.5
4338,1121,1947
4340,2303,2632
4342,1621,2977
4344,3036,3130
4345,1502,1204
4349,1728,2755
4353,3957,4157
4354,1909,4754
4361,2374,3072
4362,3036,5384
4367,1700,1445
4369,1502,1562
4372,2937,6876
4373,1155,391.7
4381,1568,1215
4383,1121,868.5
4384,5898,5951
4385,732.4,611.3
4386,5267,4764
4388,4791,3141
4389,2024,4081
4394,2303,2737
4396,2303,3428
4398,1909,1018
4399,1536,1922
4401,1174,1630
4405,926.1,884.2
4406,5740,7716
4407,3892,3793
4409,2346,1335
4419,1472,2795
4420,3295,2222
4423,2219,1932
4426,2374,1778
4427,1700,1553
4428,1606,1379
4441,2496,2381
4445,1878,2193
4453,1298,1157
4454,6464,1616
4460,6767,9235
4462,932.8,1167
4463,1194,398.6
4464,2539,2827
4466,5173,6921
4468,1331,842.3
4470,1502,1121
4472,2804,1469
4473,3036,777.4
4476,2774,2727
4487,815.5,980.2
4493,2108,2367
4495,926.1,761.5
4499,2374,1514
4506,1621,1247
4509,3892,2646
4511,1.122e+04,4211
4512,1728,2599
4518,4462,4446
4520,1801,2478
4526,1568,5132
4532,1801,746.8
4538,1700,1330
4540,3957,5256
4543,2431,3376
4545,1840,1457
4546,1978,2823
4555,1978,1509
4558,1536,1062
4561,1522,1443
4565,6198,8895
4566,2688,2187
4568,1502,890.6
4571,1568,609.3
4574,4791,1.562e+04
4576,3188,6501
4579,2303,1895
4580,4186,5335
4581,2139,4825
4583,3295,4760
4586,1160,1889
4589,1331,1960
4600,3558,3967
4603,926.1,883.2
4604,1155,751.8
4606,1878,2059
4609,2496,3745
4610,1606,958.3
4611,1343,3472
4612,1428,1316
4614,2374,1730
4616,4349,2456
4617,4260,5664
4622,1878,1460
4623,1951,1560
4624,2774,2457
4626,2046,994.7
4627,4986,5288
4634,3188,6983
4637,2688,3819
4639,1359,3338
4640,1909,965.6
4641,1395,1701
4642,1424,1615
4645,2131,2363
4647,1613,2946
4649,1621,2769
4651,1295,310.8
4655,1728,1204
4665,1148,1900
4668,1359,1622
4669,1840,2034
4673,2057,4672
4674,1009,761.1
4675,1878,4180
4682,6592,8449
4685,1978,1343
4686,2549,840.5
4687,1909,942.1
4694,4186,6174
4695,1878,2810
4696,7530,5927
4699,1359,1824
4701,994.6,476.8
4702,1343,1687
4704,1536,608.4
4707,1522,3132
4708,2678,1326
4709,926.1,716.4
4710,1066,1428
4711,5898,8471
4716,2303,1709
4718,1700,1478
4720,1343,1464
4723,4330,6390
4727,1074,850
4733,1303,4153
4734,2219,4020
4735,6464,5733
4737,1977,2165
4738,1728,924.7
4741,1303,1212
4743,1978,738
4747,1297,730.5
4748,4462,7294
4750,1807,1193
4751,1536,2258
4760,1457,1483
4768,1395,2325
4773,2919,4472
4778,6592,8226
4782,1009,1075
4783,6198,5659
4788,1640,656
4790,3676,3664
4795,2346,1497
4796,1522,1101
4801,981.3,706.2
4802,1457,547
4804,2139,3266
4811,4349,6567
4814,2303,4159
4815,2046,2878
4817,2937,4091
4819,2219,892.9
4822,3892,4952
4827,2303,4967
4828,1297,1014
4833,3305,330
4834,1807,1410
4836,1728,1418
4838,1536,3842
4848,2131,1733
4858,829.4,528.9
4859,4986,4521
4862,2549,954.7
4864,1878,1427
4870,6592,4471
4876,1853,2696
4883,1298,1956
4884,2688,3524
4889,1568,940
4894,1613,1443
4901,1066,1399
4902,1621,4805
4906,926.1,567.1
4908,8739,1.208e+04
4912,4330,2766
4918,3084,938.6
4923,1960,6512
4924,2392,2067
4930,2232,5436
4932,2431,1668
